date.gs,reg_02.gs,마스크,스타킹,스테디셀러,일회용품,"계절성(여름,겨울)",00~19,20~39,40~59,60~99,F,M,temp_max,wind_max,temp_min,temp_avg,rhumid_avg,wa_avg,rain_sum
2017-09-03,2분위수,49.0,112.0,11675.0,455.0,12284.0,728,17238,6224,385,14731,9844,29.4,3.0,19.1,23.5,66.7,1.3,0.0
2017-09-03,3분위수,63.0,105.0,12462.0,399.0,11684.0,1064,16357,6787,505,14754,9959,29.0,2.5,17.8,23.0,68.0,1.0,0.0
2017-09-03,4분위수,190.0,154.0,29073.0,914.0,29545.0,1106,43426,14026,1381,34925,25014,29.8,2.7,19.4,23.9,60.0,1.3,0.0
2017-09-04,1분위수,42.0,70.0,7999.0,415.0,8278.0,518,11031,4911,344,9486,7318,29.7,3.0,19.6,24.4,60.2,1.2,0.0
2017-09-04,2분위수,63.0,119.0,10608.0,561.0,11083.0,700,15380,6011,343,14169,8265,29.8,3.1,19.4,24.1,60.0,1.3,0.0
2017-09-04,3분위수,42.0,42.0,9742.0,441.0,10327.0,742,13229,6054,569,12454,8140,29.3,2.5,18.3,23.3,60.6,1.0,0.0
2017-09-04,4분위수,168.0,267.0,23502.0,1031.0,23898.0,1233,33145,12937,1551,28348,20518,29.7,2.8,19.6,24.4,52.0,1.3,0.0
2017-09-05,1분위수,49.0,126.0,8985.0,260.0,7256.0,476,11264,4684,385,9335,7474,23.7,2.7,20.2,21.8,68.8,1.2,0.0
2017-09-05,2분위수,28.0,133.0,11190.0,399.0,9788.0,686,15180,5469,483,13366,8452,23.6,2.8,20.0,21.7,69.3,1.2,0.0
2017-09-05,3분위수,56.0,77.0,11249.0,350.0,9970.0,651,15180,5878,287,13006,8990,23.4,2.1,18.7,21.0,71.2,0.9,0.0
2017-09-05,4분위수,98.0,464.0,27796.0,876.0,22633.0,982,35994,13873,1544,30534,21859,23.9,3.1,20.4,22.0,62.5,1.3,0.0
2017-09-06,1분위수,77.0,112.0,9359.0,259.0,6709.0,581,11906,4508,350,10662,6683,23.8,2.5,18.6,20.6,80.8,1.0,1.5
2017-09-06,2분위수,56.0,182.0,11941.0,492.0,9227.0,721,16149,5879,462,14169,9042,24.0,2.4,18.0,20.3,82.7,1.0,2.0
2017-09-06,3분위수,35.0,98.0,11220.0,273.0,9137.0,665,14771,5869,371,12610,9066,23.7,2.0,17.7,20.0,82.6,0.6,1.6
2017-09-06,4분위수,98.0,323.0,27886.0,834.0,20272.0,1176,36314,13147,1135,30484,21288,24.2,2.2,18.8,20.9,72.0,0.9,1.8
2017-09-07,1분위수,28.0,140.0,8615.0,350.0,8415.0,672,11602,4959,329,9704,7858,27.1,3.4,17.8,22.2,78.8,1.2,0.0
2017-09-07,2분위수,42.0,217.0,11674.0,520.0,11341.0,826,16320,6340,308,14445,9349,27.2,2.8,17.4,22.0,79.0,0.9,0.0
2017-09-07,3분위수,14.0,140.0,11311.0,421.0,9790.0,833,14337,5932,574,12511,9165,27.0,2.8,17.1,21.8,78.8,0.9,0.0
2017-09-07,4분위수,84.0,322.0,26600.0,1082.0,21923.0,953,34750,12692,1623,29181,20837,27.1,2.9,17.9,22.2,71.5,1.1,0.0
2017-09-08,1분위수,28.0,126.0,9680.0,343.0,9499.0,525,12726,5928,497,11173,8503,29.7,3.8,20.3,24.2,70.5,1.4,0.0
2017-09-08,2분위수,56.0,203.0,13483.0,505.0,12742.0,770,18188,7485,546,16391,10598,29.8,2.9,20.1,23.9,71.7,1.1,0.0
2017-09-08,3분위수,63.0,105.0,12636.0,350.0,11943.0,1030,16494,6942,631,14633,10464,29.4,3.0,19.2,23.6,70.4,1.1,0.0
2017-09-08,4분위수,211.0,442.0,28671.0,1182.0,27034.0,1288,40462,14534,1263,32722,24825,29.7,3.0,20.6,24.3,66.0,1.3,0.0
2017-09-09,1분위수,28.0,63.0,9846.0,224.0,10270.0,658,13726,5704,343,11629,8802,28.7,3.2,19.3,23.7,74.2,1.2,0.0
2017-09-09,2분위수,42.0,217.0,12784.0,407.0,14504.0,1093,18857,7542,462,16655,11299,28.9,2.8,19.2,23.5,73.3,1.1,0.0
2017-09-09,3분위수,77.0,182.0,13320.0,407.0,13782.0,798,18684,7486,807,17300,10475,28.5,2.9,17.9,22.9,73.0,1.0,0.0
2017-09-09,4분위수,112.0,378.0,31275.0,1278.0,30554.0,1366,44181,16331,1719,37452,26145,28.7,3.0,19.8,23.9,69.5,1.2,0.0
2017-09-10,1분위수,91.0,77.0,9133.0,287.0,9201.0,750,12440,5522,414,11295,7831,25.8,2.6,20.2,22.9,80.8,1.0,0.1
2017-09-10,2분위수,21.0,112.0,13125.0,470.0,11728.0,763,17882,6888,357,15293,10597,25.6,3.0,19.8,22.6,81.3,1.2,0.1
2017-09-10,3분위수,63.0,112.0,15271.0,294.0,12538.0,777,19249,7650,918,17539,11055,25.6,2.3,18.8,22.1,81.8,0.8,0.0
2017-09-10,4분위수,238.0,196.0,30644.0,1004.0,26478.0,1438,42539,13946,1585,35742,23766,26.1,2.4,20.2,23.0,73.0,1.0,0.0
2017-09-11,1분위수,63.0,70.0,8640.0,287.0,7148.0,476,11267,4325,301,8952,7417,24.6,4.0,18.4,21.1,83.5,1.7,21.5
2017-09-11,2분위수,42.0,168.0,11072.0,435.0,8850.0,728,14111,5756,273,12499,8369,24.4,3.6,17.9,20.8,82.0,1.8,19.7
2017-09-11,3분위수,49.0,91.0,11271.0,322.0,8067.0,826,13284,5275,653,12268,7770,24.5,3.1,17.6,20.6,82.8,1.3,21.4
2017-09-11,4분위수,77.0,280.0,25733.0,1012.0,18130.0,945,31434,12327,1311,26771,19246,24.5,3.0,18.4,21.2,78.0,1.3,21.1
2017-09-12,1분위수,84.0,105.0,9524.0,322.0,8906.0,630,12239,5454,618,10576,8365,27.7,4.2,17.8,22.4,62.8,1.6,0.0
2017-09-12,2분위수,56.0,224.0,11627.0,555.0,10794.0,770,15661,6195,630,14225,9031,28.3,3.9,17.6,22.2,62.3,1.4,0.0
2017-09-12,3분위수,35.0,105.0,11091.0,400.0,9192.0,1050,13447,5801,532,12751,8079,27.5,4.0,16.0,21.5,62.8,1.3,0.0
2017-09-12,4분위수,239.0,336.0,26200.0,1096.0,22001.0,1211,34397,12875,1389,29519,20353,28.1,3.8,18.1,22.5,56.5,1.5,0.0
2017-09-13,1분위수,28.0,140.0,8224.0,336.0,7675.0,913,10428,4719,343,9126,7277,27.1,3.9,16.1,21.5,55.0,1.5,0.0
2017-09-13,2분위수,42.0,98.0,11781.0,583.0,10552.0,707,15893,6036,427,14447,8616,27.4,3.7,16.0,21.3,56.3,1.4,0.0
2017-09-13,3분위수,35.0,77.0,9904.0,442.0,10300.0,966,13452,5780,560,12475,8283,26.9,3.1,14.6,20.4,56.2,1.2,0.0
2017-09-13,4분위수,232.0,456.0,25243.0,1045.0,22603.0,1100,34170,12786,1537,28723,20870,27.2,3.3,16.6,21.6,47.5,1.4,0.0
2017-09-14,1분위수,394.0,182.0,8290.0,267.0,8410.0,568,12312,4334,336,10037,7513,28.6,3.3,15.6,22.1,55.5,1.5,0.0
2017-09-14,2분위수,14.0,301.0,11367.0,625.0,10755.0,665,15562,6401,434,13982,9080,28.6,3.6,15.1,22.0,56.3,1.7,0.0
2017-09-14,3분위수,63.0,189.0,11013.0,329.0,9984.0,1001,14126,5849,602,13183,8395,28.1,2.9,13.8,20.9,57.6,1.1,0.0
2017-09-14,4분위수,91.0,287.0,26547.0,921.0,24266.0,1190,35713,13840,1383,30382,21744,28.5,3.2,15.8,22.1,49.0,1.3,0.0
2017-09-15,1분위수,35.0,161.0,9241.0,337.0,8406.0,497,11412,6005,266,10498,7682,27.6,4.9,17.5,22.3,54.8,2.7,0.0
2017-09-15,2분위수,56.0,231.0,13161.0,505.0,11835.0,988,16962,7369,469,15891,9897,27.2,4.5,18.4,22.3,52.0,2.6,0.0
2017-09-15,3분위수,28.0,133.0,11586.0,378.0,11405.0,862,15988,6414,266,14037,9493,27.1,4.2,16.6,21.8,55.8,2.2,0.0
2017-09-15,4분위수,63.0,512.0,30666.0,1151.0,26053.0,1303,40082,15782,1285,35188,23264,27.4,4.3,18.7,22.5,47.0,2.0,0.0
2017-09-16,1분위수,7.0,126.0,9439.0,280.0,10239.0,707,12710,6316,365,11199,8899,26.9,5.2,16.7,21.8,57.0,2.8,0.0
2017-09-16,2분위수,35.0,161.0,13718.0,436.0,13276.0,987,18500,7789,357,16318,11315,26.6,5.1,17.0,21.6,55.0,2.7,0.0
2017-09-16,3분위수,14.0,175.0,14176.0,463.0,12499.0,939,17853,7461,1074,16457,10870,26.6,4.5,15.4,21.1,58.0,2.2,0.0
2017-09-16,4분위수,154.0,378.0,33012.0,1307.0,29753.0,1351,45388,16118,1754,38908,25703,26.9,4.2,17.4,21.9,50.0,2.0,0.0
2017-09-17,1분위수,14.0,35.0,8721.0,351.0,10152.0,651,12615,5460,547,11340,7933,28.3,4.4,18.8,22.8,58.8,2.5,0.0
2017-09-17,2분위수,49.0,203.0,12406.0,420.0,12339.0,791,16929,7214,483,15480,9937,28.3,4.2,18.2,22.2,59.3,2.4,0.0
2017-09-17,3분위수,56.0,98.0,14314.0,336.0,12388.0,1101,17909,7360,822,15754,11438,27.9,3.8,17.4,22.0,60.0,1.8,0.0
2017-09-17,4분위수,105.0,273.0,27920.0,1061.0,27115.0,1369,40322,13345,1452,33710,22778,28.6,3.5,18.7,22.8,51.5,1.6,0.0
2017-09-18,1분위수,14.0,147.0,8064.0,252.0,7943.0,497,10316,5123,484,9510,6910,27.1,4.2,16.8,21.8,68.5,1.8,0.0
2017-09-18,2분위수,28.0,105.0,11367.0,512.0,9962.0,854,15098,5420,602,13981,7993,27.8,3.2,16.6,21.7,67.0,1.3,0.0
2017-09-18,3분위수,21.0,133.0,10144.0,351.0,10541.0,770,14656,5266,498,12521,8669,27.0,3.4,15.2,21.0,68.8,1.3,0.0
2017-09-18,4분위수,112.0,442.0,23457.0,1056.0,21196.0,1198,32431,11371,1263,27321,18942,27.2,3.6,17.1,21.8,61.5,1.4,0.0
2017-09-19,1분위수,140.0,105.0,8639.0,210.0,7557.0,784,11328,4651,449,9527,7685,25.7,6.7,19.4,22.5,82.2,2.6,4.6
2017-09-19,2분위수,168.0,161.0,11503.0,428.0,9972.0,602,16064,6335,392,13936,9457,26.0,4.8,18.9,22.3,82.0,2.0,4.8
2017-09-19,3분위수,98.0,77.0,10942.0,301.0,9468.0,875,14384,5543,631,13101,8332,25.9,5.0,18.3,22.3,83.4,1.9,3.2
2017-09-19,4분위수,329.0,457.0,24219.0,1096.0,20838.0,1099,34118,12227,1487,28718,20213,26.5,4.8,19.2,22.7,78.5,2.2,3.9
2017-09-20,1분위수,42.0,119.0,8049.0,294.0,8177.0,637,10974,4797,273,8930,7751,24.3,4.2,15.4,19.6,53.5,2.0,0.0
2017-09-20,2분위수,35.0,231.0,10874.0,464.0,9263.0,791,14195,5419,462,12535,8332,24.8,3.6,14.5,19.4,50.7,1.6,0.0
2017-09-20,3분위수,63.0,189.0,10679.0,350.0,9052.0,869,13689,5341,441,11744,8596,23.9,3.6,13.2,18.5,53.0,1.5,0.0
2017-09-20,4분위수,203.0,491.0,25960.0,1189.0,22385.0,1345,35626,11929,1335,28575,21660,24.3,4.0,15.5,19.7,45.0,2.0,0.0
2017-09-21,1분위수,28.0,196.0,9691.0,259.0,8385.0,770,12249,5197,343,9688,8871,26.2,2.8,14.4,20.0,62.0,1.2,0.0
2017-09-21,2분위수,84.0,245.0,11180.0,428.0,10727.0,1059,15095,6188,322,14047,8617,25.8,3.0,14.5,19.7,64.3,1.3,0.0
2017-09-21,3분위수,63.0,119.0,10537.0,337.0,8872.0,750,13161,5660,357,12291,7637,25.3,2.4,13.1,18.7,64.6,1.0,0.0
2017-09-21,4분위수,84.0,499.0,26236.0,934.0,22119.0,1134,34120,13229,1389,28507,21365,26.2,2.8,14.9,20.0,56.0,1.3,0.0
2017-09-22,1분위수,56.0,147.0,9621.0,371.0,9089.0,652,12610,5643,379,10130,9154,26.3,4.0,15.4,20.4,66.0,1.7,0.0
2017-09-22,2분위수,77.0,231.0,12657.0,576.0,11577.0,896,17350,6410,462,14846,10272,26.5,3.8,15.5,20.4,65.3,1.5,0.0
2017-09-22,3분위수,56.0,218.0,12017.0,364.0,9720.0,721,15060,6117,477,13576,8799,26.0,3.2,13.8,19.5,66.8,1.3,0.0
2017-09-22,4분위수,232.0,697.0,27950.0,1152.0,24205.0,1354,38479,13295,1115,31970,22273,26.4,3.4,16.0,20.5,58.0,1.5,0.0
2017-09-23,1분위수,84.0,84.0,9628.0,259.0,9268.0,630,12656,5708,329,11914,7409,26.8,3.6,17.4,21.5,74.8,1.6,0.0
2017-09-23,2분위수,84.0,196.0,14109.0,555.0,13511.0,1058,19129,7742,526,16229,12226,27.4,3.2,17.2,21.4,75.0,1.3,0.0
2017-09-23,3분위수,42.0,245.0,13948.0,294.0,12261.0,1001,17904,7261,624,16269,10521,26.6,2.9,15.9,20.7,75.4,1.1,0.0
2017-09-23,4분위수,161.0,484.0,30025.0,1109.0,28875.0,1451,41656,16088,1473,35636,25032,27.1,3.1,18.0,21.7,70.5,1.5,0.0
2017-09-24,1분위수,91.0,91.0,9652.0,231.0,9239.0,553,12693,5855,252,10460,8893,27.5,4.9,18.5,22.3,76.0,1.6,0.0
2017-09-24,2분위수,112.0,126.0,13145.0,385.0,11697.0,693,17524,6890,470,15170,10407,27.7,4.5,18.4,22.2,76.7,1.5,0.0
2017-09-24,3분위수,105.0,119.0,15108.0,322.0,13751.0,952,19102,8565,793,17630,11782,27.5,3.8,17.0,21.7,77.4,1.2,0.0
2017-09-24,4분위수,189.0,308.0,30169.0,927.0,26597.0,1282,40907,14512,1608,34723,23586,27.8,3.6,19.0,22.7,70.5,1.5,0.0
2017-09-25,1분위수,63.0,119.0,7672.0,344.0,8424.0,700,11536,4112,281,9356,7273,29.3,3.0,17.5,23.2,65.8,1.2,0.0
2017-09-25,2분위수,126.0,182.0,10526.0,576.0,9529.0,981,14672,4950,336,13438,7501,28.7,3.1,17.3,22.8,67.0,1.4,0.0
2017-09-25,3분위수,84.0,126.0,10449.0,343.0,9733.0,736,13590,5898,511,12758,7977,28.4,2.5,16.3,22.0,67.8,1.0,0.0
2017-09-25,4분위수,161.0,364.0,22628.0,1026.0,20985.0,945,31104,11754,1361,24960,20204,29.1,2.7,18.0,23.2,58.0,1.1,0.0
2017-09-26,1분위수,63.0,105.0,8014.0,287.0,10353.0,602,12565,5550,252,10726,8243,29.8,3.2,19.2,24.3,65.2,1.4,0.0
2017-09-26,2분위수,42.0,273.0,11572.0,540.0,10371.0,770,15880,5911,504,14712,8353,29.4,3.4,19.4,24.0,65.7,1.7,0.0
2017-09-26,3분위수,147.0,119.0,11298.0,420.0,10308.0,700,14450,6335,1067,13259,9293,29.4,2.8,17.5,23.2,66.8,1.1,0.0
2017-09-26,4분위수,140.0,498.0,25984.0,1013.0,22981.0,1415,35427,12855,1473,29605,21565,29.8,3.2,19.3,24.1,58.5,1.4,0.0
2017-09-27,1분위수,35.0,98.0,8340.0,336.0,8254.0,448,11676,4742,407,10250,7023,26.4,4.0,19.9,22.4,72.8,1.6,0.2
2017-09-27,2분위수,98.0,203.0,11852.0,505.0,9459.0,812,16135,5044,497,13819,8669,26.2,3.7,19.1,21.8,72.3,1.6,0.2
2017-09-27,3분위수,35.0,147.0,11086.0,302.0,9284.0,854,14217,5594,469,12646,8488,26.2,3.1,18.9,21.8,73.6,1.2,0.2
2017-09-27,4분위수,105.0,462.0,25560.0,907.0,20940.0,1108,33951,12334,1339,27167,21565,26.6,3.4,19.4,22.3,65.0,1.3,0.0
2017-09-28,1분위수,28.0,112.0,8922.0,231.0,7551.0,574,10749,4995,526,9744,7100,24.6,5.6,15.1,19.5,54.2,2.4,0.0
2017-09-28,2분위수,56.0,280.0,12040.0,471.0,8675.0,686,15106,5191,553,13388,8148,24.7,4.7,14.5,19.0,52.0,2.1,0.0
2017-09-28,3분위수,84.0,133.0,10942.0,273.0,8816.0,778,13821,5271,378,12137,8111,24.2,4.8,13.2,18.8,53.0,1.9,0.0
2017-09-28,4분위수,168.0,541.0,26394.0,1011.0,18723.0,1051,32326,12358,1102,26862,19975,24.5,5.1,15.0,19.4,47.0,2.2,0.0
2017-09-29,1분위수,35.0,217.0,9209.0,322.0,7885.0,728,11086,5595,259,9326,8342,22.0,4.9,11.9,17.4,46.0,2.0,0.0
2017-09-29,2분위수,42.0,365.0,12868.0,527.0,9189.0,805,15827,5911,448,13986,9005,22.5,3.8,11.3,17.0,45.0,1.6,0.0
2017-09-29,3분위수,91.0,224.0,12872.0,392.0,8703.0,721,14942,6064,555,13463,8819,21.9,3.8,9.7,16.3,47.0,1.6,0.0
2017-09-29,4분위수,196.0,753.0,27658.0,1231.0,20266.0,1239,35278,11971,1616,28613,21491,22.1,3.6,12.0,17.2,38.0,1.7,0.0
2017-09-30,1분위수,14.0,217.0,9100.0,351.0,8862.0,518,11921,5846,259,10450,8094,24.9,4.0,15.1,19.6,69.8,1.6,0.0
2017-09-30,2분위수,63.0,203.0,12409.0,513.0,11094.0,1022,16285,6618,364,14673,9616,25.0,3.4,14.9,19.3,68.7,1.3,0.0
2017-09-30,3분위수,21.0,196.0,14822.0,344.0,13698.0,868,20001,7540,672,17150,11931,24.6,3.0,14.0,18.9,69.8,1.2,0.0
2017-09-30,4분위수,203.0,463.0,32401.0,1033.0,28988.0,1422,43602,16733,1331,37115,25973,25.0,3.6,15.5,19.7,62.0,1.7,0.0
2017-10-01,1분위수,35.0,112.0,9752.0,273.0,7159.0,469,11990,5718,294,10574,7897,21.1,4.0,15.3,18.0,81.2,1.5,5.2
2017-10-01,2분위수,28.0,98.0,13047.0,350.0,8261.0,869,16967,5222,322,13690,9690,20.8,3.8,14.8,17.5,79.7,1.7,4.3
2017-10-01,3분위수,21.0,133.0,13475.0,371.0,8904.0,841,16211,5988,679,14088,9631,20.8,3.0,14.5,17.4,82.2,1.1,4.8
2017-10-01,4분위수,147.0,364.0,29294.0,693.0,20211.0,1710,38084,13420,1700,31290,23624,21.1,3.2,15.1,17.8,74.0,1.3,6.9
2017-10-02,1분위수,14.0,70.0,7442.0,210.0,7026.0,595,9371,4495,322,8450,6333,27.9,4.0,15.6,21.4,69.0,1.8,2.4
2017-10-02,2분위수,14.0,133.0,11148.0,315.0,9134.0,497,14548,5272,455,12338,8434,27.4,3.8,15.0,20.8,69.3,1.9,2.3
2017-10-02,3분위수,105.0,91.0,11217.0,259.0,9587.0,609,14194,5741,743,12489,8798,27.2,3.1,15.0,20.6,70.8,1.4,2.0
2017-10-02,4분위수,70.0,336.0,22130.0,821.0,17927.0,1134,28878,9854,1537,23895,17508,27.7,3.3,15.3,21.1,64.5,1.5,3.1
2017-10-03,1분위수,42.0,35.0,7996.0,231.0,7712.0,476,9807,5425,308,8808,7208,22.9,4.0,14.1,17.8,54.5,1.9,0.0
2017-10-03,2분위수,14.0,77.0,10071.0,259.0,7997.0,553,12279,5032,554,10770,7648,22.7,3.9,13.3,17.1,53.7,1.8,0.0
2017-10-03,3분위수,42.0,98.0,11930.0,252.0,8665.0,637,13408,6072,870,12260,8727,22.2,3.4,12.5,16.9,55.6,1.4,0.0
2017-10-03,4분위수,91.0,280.0,21262.0,779.0,16835.0,1124,25323,11302,1498,22857,16390,22.3,3.5,13.8,17.3,48.0,1.8,0.0
2017-10-04,1분위수,28.0,42.0,8431.0,189.0,6946.0,441,9121,5667,407,8997,6639,23.0,3.6,11.8,16.9,54.0,1.8,0.0
2017-10-04,2분위수,56.0,105.0,12266.0,252.0,9640.0,708,14565,6569,477,13910,8409,22.3,3.7,10.8,16.2,53.7,1.8,0.0
2017-10-04,3분위수,42.0,98.0,13052.0,329.0,10750.0,722,15100,7557,906,14523,9762,22.3,3.2,10.0,15.8,55.8,1.3,0.0
2017-10-04,4분위수,49.0,238.0,21648.0,780.0,16691.0,917,25052,11978,1473,23136,16284,22.7,3.0,11.1,16.6,47.0,1.4,0.0
2017-10-05,1분위수,49.0,56.0,8532.0,217.0,6594.0,504,9411,5162,371,8268,7180,22.4,3.2,13.8,18.4,65.0,1.5,0.0
2017-10-05,2분위수,70.0,154.0,11974.0,379.0,8468.0,399,14082,6108,456,12369,8676,22.0,3.7,13.7,17.8,64.3,1.7,0.0
2017-10-05,3분위수,28.0,154.0,11304.0,378.0,9314.0,721,13858,5827,772,12828,8350,21.9,3.0,12.2,17.3,68.2,1.2,0.0
2017-10-05,4분위수,119.0,245.0,21840.0,623.0,17245.0,1010,26451,11588,1044,23729,16364,22.2,3.4,13.8,18.3,58.0,1.4,0.0
2017-10-06,1분위수,14.0,105.0,9191.0,273.0,6320.0,476,10132,5296,273,9541,6636,22.5,3.9,16.0,18.6,72.8,1.8,0.5
2017-10-06,2분위수,49.0,119.0,11720.0,315.0,8206.0,644,14095,5389,463,12072,8519,21.8,4.0,15.6,18.0,72.0,1.9,0.2
2017-10-06,3분위수,21.0,189.0,11409.0,245.0,8005.0,588,13693,5138,674,12051,8042,21.9,3.5,14.6,17.8,74.2,1.4,0.2
2017-10-06,4분위수,105.0,343.0,24837.0,857.0,16520.0,1344,29608,11172,1241,25256,18109,22.2,3.4,15.9,18.4,67.0,1.3,0.1
2017-10-07,1분위수,56.0,98.0,7381.0,301.0,8134.0,497,10092,4863,518,9828,6142,27.0,2.6,16.9,21.4,75.2,1.1,0.0
2017-10-07,2분위수,35.0,112.0,11383.0,441.0,10134.0,819,14755,5850,688,13126,8986,25.9,3.2,16.2,20.6,76.0,1.2,0.0
2017-10-07,3분위수,21.0,105.0,10922.0,330.0,9399.0,861,13859,5313,744,11978,8799,26.0,2.5,15.9,20.5,75.8,0.8,0.0
2017-10-07,4분위수,274.0,400.0,24920.0,850.0,23221.0,1540,34607,12119,1420,29236,20450,26.5,2.6,16.7,21.0,68.0,1.0,0.0
2017-10-08,1분위수,35.0,133.0,9100.0,182.0,8353.0,756,11389,5406,252,10079,7724,26.9,3.5,19.6,22.4,74.0,1.3,0.0
2017-10-08,2분위수,49.0,168.0,13551.0,393.0,10831.0,952,16649,6816,575,15308,9684,27.0,2.9,18.8,21.9,74.0,1.0,0.0
2017-10-08,3분위수,35.0,77.0,14758.0,329.0,12511.0,945,18423,7549,793,16741,10969,26.6,2.8,17.8,21.6,74.0,0.9,0.0
2017-10-08,4분위수,70.0,329.0,27294.0,885.0,25375.0,1689,38021,12770,1473,30830,23123,27.1,2.9,19.1,22.2,66.5,1.1,0.0
2017-10-09,1분위수,21.0,98.0,8004.0,245.0,7278.0,638,9747,4967,308,8460,7200,26.6,3.2,19.4,22.0,72.8,1.4,0.0
2017-10-09,2분위수,56.0,161.0,11532.0,379.0,9512.0,700,15556,4970,442,12529,9139,26.7,2.4,18.7,21.8,72.0,1.0,0.0
2017-10-09,3분위수,49.0,84.0,11339.0,329.0,9580.0,630,14490,5468,800,12589,8799,26.2,2.6,18.2,21.5,72.8,1.0,0.0
2017-10-09,4분위수,154.0,287.0,24192.0,836.0,20610.0,1057,31915,11989,1174,27276,18859,26.6,2.8,18.9,21.9,68.0,1.2,0.0
2017-10-10,1분위수,28.0,98.0,7253.0,294.0,5704.0,616,9308,3572,245,7874,5867,24.2,3.9,18.3,21.1,83.2,1.2,2.5
2017-10-10,2분위수,35.0,245.0,9210.0,485.0,7810.0,665,12635,4633,385,11369,6949,24.4,3.5,18.0,20.9,82.0,1.1,0.3
2017-10-10,3분위수,63.0,126.0,10105.0,387.0,8887.0,784,14354,4259,626,11409,8614,24.3,2.8,17.0,20.7,83.6,0.9,1.9
2017-10-10,4분위수,140.0,378.0,21300.0,1005.0,17649.0,1163,29269,9973,1065,23720,17750,24.5,3.1,18.2,21.3,78.0,1.2,0.4
2017-10-11,1분위수,35.0,280.0,8421.0,308.0,5465.0,581,9772,4128,224,8578,6127,21.3,4.5,12.4,15.6,80.2,2.2,18.1
2017-10-11,2분위수,42.0,421.0,10565.0,569.0,6662.0,742,12577,4806,428,11772,6781,21.1,4.1,12.0,15.4,79.3,1.9,17.7
2017-10-11,3분위수,35.0,294.0,10520.0,414.0,6260.0,707,12300,4509,357,10606,7267,21.1,3.7,12.2,15.4,79.4,1.7,19.2
2017-10-11,4분위수,112.0,691.0,23809.0,908.0,16478.0,1029,27662,13427,967,23347,19738,21.3,3.9,12.7,15.6,77.0,2.1,23.8
2017-10-12,1분위수,56.0,294.0,8562.0,273.0,5166.0,673,9400,3991,287,8250,6101,14.0,3.5,9.3,11.7,73.2,1.6,0.0
2017-10-12,2분위수,49.0,597.0,12118.0,471.0,6954.0,799,13462,5381,561,13212,6991,14.4,3.0,8.9,11.5,71.0,1.5,0.0
2017-10-12,3분위수,77.0,358.0,11043.0,315.0,7076.0,651,12775,5009,441,11481,7395,14.6,2.8,8.1,11.5,71.8,1.1,0.0
2017-10-12,4분위수,133.0,1069.0,25403.0,1055.0,13859.0,1001,29555,9960,1010,23349,18177,14.4,3.1,9.3,11.9,64.5,1.5,0.0
2017-10-13,1분위수,84.0,273.0,9027.0,337.0,6147.0,644,10625,4410,189,8888,6980,18.4,3.8,6.6,12.9,58.8,1.8,0.0
2017-10-13,2분위수,77.0,429.0,12363.0,569.0,7905.0,933,15186,4755,469,13421,7922,18.2,3.1,6.5,12.5,62.3,1.4,0.0
2017-10-13,3분위수,42.0,273.0,12082.0,350.0,7658.0,700,13815,5540,357,12327,8085,18.2,3.0,5.3,11.9,60.0,1.2,0.0
2017-10-13,4분위수,119.0,978.0,28226.0,1195.0,17274.0,1115,32947,12622,1108,28118,19674,18.1,3.0,6.8,12.6,52.0,1.4,0.0
2017-10-14,1분위수,63.0,238.0,9699.0,252.0,7638.0,567,11601,5519,203,10178,7712,19.5,4.3,8.7,14.2,50.2,1.7,0.0
2017-10-14,2분위수,98.0,491.0,13294.0,505.0,10236.0,771,17324,6200,329,15127,9497,19.3,4.3,8.5,13.7,53.7,1.7,0.0
2017-10-14,3분위수,105.0,498.0,12387.0,413.0,9730.0,861,15468,5926,885,13682,9458,19.2,4.1,7.2,13.2,51.6,1.3,0.0
2017-10-14,4분위수,126.0,914.0,28747.0,1082.0,19946.0,1260,36171,12073,1325,29850,20979,19.6,3.7,8.9,14.3,42.5,1.4,0.0
2017-10-15,1분위수,77.0,210.0,8664.0,259.0,6570.0,595,10847,3939,399,8853,6927,21.3,3.4,9.3,15.3,50.8,1.5,0.0
2017-10-15,2분위수,42.0,259.0,12701.0,378.0,9285.0,833,15535,5954,350,14137,8535,20.6,3.8,8.8,14.8,51.7,1.8,0.0
2017-10-15,3분위수,49.0,266.0,12543.0,322.0,8393.0,694,14234,5959,686,13127,8446,20.7,3.2,7.5,14.1,54.2,1.1,0.0
2017-10-15,4분위수,161.0,655.0,26024.0,870.0,19242.0,1310,33882,10829,931,27445,19507,21.4,2.8,9.5,15.2,42.5,1.1,0.0
2017-10-16,1분위수,28.0,245.0,7923.0,245.0,6418.0,469,9629,4572,189,8530,6329,20.8,3.4,13.5,16.3,54.2,1.4,0.0
2017-10-16,2분위수,63.0,485.0,10974.0,548.0,7453.0,742,14258,4236,287,12434,7089,20.8,3.2,13.0,16.0,54.3,1.4,0.0
2017-10-16,3분위수,49.0,231.0,10833.0,378.0,7576.0,707,13427,4351,582,11357,7710,20.6,3.0,11.8,15.4,55.8,1.0,0.0
2017-10-16,4분위수,77.0,744.0,23683.0,1049.0,16482.0,994,29798,10043,1200,24399,17636,21.0,2.9,13.2,16.4,46.0,1.2,0.0
2017-10-17,1분위수,63.0,322.0,7966.0,294.0,5790.0,560,9920,3787,168,8342,6093,22.6,2.9,9.5,15.7,54.2,1.1,0.0
